Sine,Cosine,Square,Trianglular,RampSignal
0.973578903,-0.22835087,1,0.258258258,0.086028676
0.97113428,-0.238533458,1,0.25975976,0.086528843
0.968583161,-0.248689887,1,0.261261261,0.08702901
0.965925826,-0.258819045,1,0.262762763,0.087529176
0.963162567,-0.268919821,1,0.264264264,0.088029343
0.960293686,-0.278991106,1,0.265765766,0.08852951
0.957319498,-0.289031797,1,0.267267267,0.089029677
0.954240329,-0.299040792,1,0.268768769,0.089529843
0.951056516,-0.309016994,1,0.27027027,0.09003001
0.94776841,-0.318959309,1,0.271771772,0.090530177
0.94437637,-0.328866647,1,0.273273273,0.091030343
0.940880769,-0.33873792,1,0.274774775,0.09153051
0.937281989,-0.348572047,1,0.276276276,0.092030677
0.933580426,-0.35836795,1,0.277777778,0.092530844
0.929776486,-0.368124553,1,0.279279279,0.09303101
0.925870585,-0.377840787,1,0.280780781,0.093531177
0.921863152,-0.387515586,1,0.282282282,0.094031344
0.917754626,-0.397147891,1,0.283783784,0.094531511
0.913545458,-0.406736643,1,0.285285285,0.095031677
0.909236109,-0.416280792,1,0.286786787,0.095531844
0.904827052,-0.425779292,1,0.288288288,0.096032011
0.900318771,-0.435231099,1,0.28978979,0.096532177
0.89571176,-0.444635179,1,0.291291291,0.097032344
0.891006524,-0.4539905,1,0.292792793,0.097532511
0.886203579,-0.463296035,1,0.294294294,0.098032678
0.881303452,-0.472550765,1,0.295795796,0.098532844
0.87630668,-0.481753674,1,0.297297297,0.099033011
0.871213811,-0.490903754,1,0.298798799,0.099533178
0.866025404,-0.5,1,0.3003003,0.100033344
0.860742027,-0.509041416,1,0.301801802,0.100533511
0.85536426,-0.518027009,1,0.303303303,0.101033678
0.849892693,-0.526955795,1,0.304804805,0.101533845
0.844327926,-0.535826795,1,0.306306306,0.102034011
0.838670568,-0.544639035,1,0.307807808,0.102534178
0.832921241,-0.553391549,1,0.309309309,0.103034345
0.827080574,-0.562083378,1,0.310810811,0.103534512
0.821149209,-0.570713568,1,0.312312312,0.104034678
0.815127796,-0.579281172,1,0.313813814,0.104534845
0.809016994,-0.587785252,1,0.315315315,0.105035012
0.802817475,-0.596224875,1,0.316816817,0.105535178
0.796529918,-0.604599115,1,0.318318318,0.106035345
0.790155012,-0.612907054,1,0.31981982,0.106535512
0.783693457,-0.62114778,1,0.321321321,0.107035679
0.777145961,-0.629320391,1,0.322822823,0.107535845
0.770513243,-0.63742399,1,0.324324324,0.108036012
0.763796029,-0.645457688,1,0.325825826,0.108536179
0.756995056,-0.653420604,1,0.327327327,0.109036345
0.75011107,-0.661311865,1,0.328828829,0.109536512
0.743144825,-0.669130606,1,0.33033033,0.110036679
0.736097087,-0.67687597,1,0.331831832,0.110536846
0.728968627,-0.684547106,1,0.333333333,0.111037012
0.721760228,-0.692143174,1,0.334834835,0.111537179
0.71447268,-0.699663341,1,0.336336336,0.112037346
0.707106781,-0.707106781,1,0.337837838,0.112537513
0.699663341,-0.71447268,1,0.339339339,0.113037679
0.692143174,-0.721760228,1,0.340840841,0.113537846
0.684547106,-0.728968627,1,0.342342342,0.114038013
0.67687597,-0.736097087,1,0.343843844,0.114538179
0.669130606,-0.743144825,1,0.345345345,0.115038346
0.661311865,-0.75011107,1,0.346846847,0.115538513
0.653420604,-0.756995056,1,0.348348348,0.11603868
0.645457688,-0.763796029,1,0.34984985,0.116538846
0.63742399,-0.770513243,1,0.351351351,0.117039013
0.629320391,-0.777145961,1,0.352852853,0.11753918
0.62114778,-0.783693457,1,0.354354354,0.118039346
0.612907054,-0.790155012,1,0.355855856,0.118539513
0.604599115,-0.796529918,1,0.357357357,0.11903968
0.596224875,-0.802817475,1,0.358858859,0.119539847
0.587785252,-0.809016994,1,0.36036036,0.120040013
0.579281172,-0.815127796,1,0.361861862,0.12054018
0.570713568,-0.821149209,1,0.363363363,0.121040347
0.562083378,-0.827080574,1,0.364864865,0.121540514
0.553391549,-0.832921241,1,0.366366366,0.12204068
0.544639035,-0.838670568,1,0.367867868,0.122540847
0.535826795,-0.844327926,1,0.369369369,0.123041014
0.526955795,-0.849892693,1,0.370870871,0.12354118
0.518027009,-0.85536426,1,0.372372372,0.124041347
0.509041416,-0.860742027,1,0.373873874,0.124541514
0.5,-0.866025404,1,0.375375375,0.125041681
0.490903754,-0.871213811,1,0.376876877,0.125541847
0.481753674,-0.87630668,1,0.378378378,0.126042014
0.472550765,-0.881303452,1,0.37987988,0.126542181
0.463296035,-0.886203579,1,0.381381381,0.127042347
0.4539905,-0.891006524,1,0.382882883,0.127542514
0.444635179,-0.89571176,1,0.384384384,0.128042681
0.435231099,-0.900318771,1,0.385885886,0.128542848
0.425779292,-0.904827052,1,0.387387387,0.129043014
0.416280792,-0.909236109,1,0.388888889,0.129543181
0.406736643,-0.913545458,1,0.39039039,0.130043348
0.397147891,-0.917754626,1,0.391891892,0.130543515
0.387515586,-0.921863152,1,0.393393393,0.131043681
0.377840787,-0.925870585,1,0.394894895,0.131543848
0.368124553,-0.929776486,1,0.396396396,0.132044015
0.35836795,-0.933580426,1,0.397897898,0.132544181
0.348572047,-0.937281989,1,0.399399399,0.133044348
0.33873792,-0.940880769,1,0.400900901,0.133544515
0.328866647,-0.94437637,1,0.402402402,0.134044682
0.318959309,-0.94776841,1,0.403903904,0.134544848
0.309016994,-0.951056516,1,0.405405405,0.135045015
0.299040792,-0.954240329,1,0.406906907,0.135545182
0.289031797,-0.957319498,1,0.408408408,0.136045348
0.278991106,-0.960293686,1,0.40990991,0.136545515
0.268919821,-0.963162567,1,0.411411411,0.137045682
0.258819045,-0.965925826,1,0.412912913,0.137545849
0.248689887,-0.968583161,1,0.414414414,0.138046015
0.238533458,-0.97113428,1,0.415915916,0.138546182
0.22835087,-0.973578903,1,0.417417417,0.139046349
0.218143241,-0.975916762,1,0.418918919,0.139546516
0.207911691,-0.978147601,1,0.42042042,0.140046682
0.19765734,-0.980271175,1,0.421921922,0.140546849
0.187381315,-0.982287251,1,0.423423423,0.141047016
0.17708474,-0.984195608,1,0.424924925,0.141547182
0.166768747,-0.985996037,1,0.426426426,0.142047349
0.156434465,-0.987688341,1,0.427927928,0.142547516
0.146083029,-0.989272333,1,0.429429429,0.143047683
0.135715572,-0.99074784,1,0.430930931,0.143547849
0.125333234,-0.992114701,1,0.432432432,0.144048016
0.11493715,-0.993372766,1,0.433933934,0.144548183
0.104528463,-0.994521895,1,0.435435435,0.145048349
0.094108313,-0.995561965,1,0.436936937,0.145548516
0.083677843,-0.996492859,1,0.438438438,0.146048683
0.073238197,-0.997314477,1,0.43993994,0.14654885
0.06279052,-0.998026728,1,0.441441441,0.147049016
0.052335956,-0.998629535,1,0.442942943,0.147549183
0.041875654,-0.99912283,1,0.444444444,0.14804935
0.031410759,-0.99950656,1,0.445945946,0.148549517
0.02094242,-0.999780683,1,0.447447447,0.149049683
0.010471784,-0.999945169,1,0.448948949,0.14954985
5.67E-16,-1,1,0.45045045,0.150050017
-0.010471784,-0.999945169,-1,0.451951952,0.150550183
-0.02094242,-0.999780683,-1,0.453453453,0.15105035
-0.031410759,-0.99950656,-1,0.454954955,0.151550517
-0.041875654,-0.99912283,-1,0.456456456,0.152050684
-0.052335956,-0.998629535,-1,0.457957958,0.15255085
-0.06279052,-0.998026728,-1,0.459459459,0.153051017
-0.073238197,-0.997314477,-1,0.460960961,0.153551184
-0.083677843,-0.996492859,-1,0.462462462,0.15405135
-0.094108313,-0.995561965,-1,0.463963964,0.154551517
-0.104528463,-0.994521895,-1,0.465465465,0.155051684
-0.11493715,-0.993372766,-1,0.466966967,0.155551851
-0.125333234,-0.992114701,-1,0.468468468,0.156052017
-0.135715572,-0.99074784,-1,0.46996997,0.156552184
-0.146083029,-0.989272333,-1,0.471471471,0.157052351
-0.156434465,-0.987688341,-1,0.472972973,0.157552518
-0.166768747,-0.985996037,-1,0.474474474,0.158052684
-0.17708474,-0.984195608,-1,0.475975976,0.158552851
-0.187381315,-0.982287251,-1,0.477477477,0.159053018
-0.19765734,-0.980271175,-1,0.478978979,0.159553184
-0.207911691,-0.978147601,-1,0.48048048,0.160053351
-0.218143241,-0.975916762,-1,0.481981982,0.160553518
-0.22835087,-0.973578903,-1,0.483483483,0.161053685
-0.238533458,-0.97113428,-1,0.484984985,0.161553851
-0.248689887,-0.968583161,-1,0.486486486,0.162054018
-0.258819045,-0.965925826,-1,0.487987988,0.162554185
-0.268919821,-0.963162567,-1,0.489489489,0.163054351
-0.278991106,-0.960293686,-1,0.490990991,0.163554518
-0.289031797,-0.957319498,-1,0.492492492,0.164054685
-0.299040792,-0.954240329,-1,0.493993994,0.164554852
-0.309016994,-0.951056516,-1,0.495495495,0.165055018
-0.318959309,-0.94776841,-1,0.496996997,0.165555185
-0.328866647,-0.94437637,-1,0.498498498,0.166055352
-0.33873792,-0.940880769,-1,0.5,0.166555519
-0.348572047,-0.937281989,-1,0.501501502,0.167055685
-0.35836795,-0.933580426,-1,0.503003003,0.167555852
-0.368124553,-0.929776486,-1,0.504504505,0.168056019
-0.377840787,-0.925870585,-1,0.506006006,0.168556185
-0.387515586,-0.921863152,-1,0.507507508,0.169056352
-0.397147891,-0.917754626,-1,0.509009009,0.169556519
-0.406736643,-0.913545458,-1,0.510510511,0.170056686
-0.416280792,-0.909236109,-1,0.512012012,0.170556852
-0.425779292,-0.904827052,-1,0.513513514,0.171057019
-0.435231099,-0.900318771,-1,0.515015015,0.171557186
-0.444635179,-0.89571176,-1,0.516516517,0.172057352
-0.4539905,-0.891006524,-1,0.518018018,0.172557519
-0.463296035,-0.886203579,-1,0.51951952,0.173057686
-0.472550765,-0.881303452,-1,0.521021021,0.173557853
-0.481753674,-0.87630668,-1,0.522522523,0.174058019
-0.490903754,-0.871213811,-1,0.524024024,0.174558186
-0.5,-0.866025404,-1,0.525525526,0.175058353
-0.509041416,-0.860742027,-1,0.527027027,0.17555852
-0.518027009,-0.85536426,-1,0.528528529,0.176058686
-0.526955795,-0.849892693,-1,0.53003003,0.176558853
-0.535826795,-0.844327926,-1,0.531531532,0.17705902
-0.544639035,-0.838670568,-1,0.533033033,0.177559186
-0.553391549,-0.832921241,-1,0.534534535,0.178059353
-0.562083378,-0.827080574,-1,0.536036036,0.17855952
-0.570713568,-0.821149209,-1,0.537537538,0.179059687
-0.579281172,-0.815127796,-1,0.539039039,0.179559853
-0.587785252,-0.809016994,-1,0.540540541,0.18006002
-0.596224875,-0.802817475,-1,0.542042042,0.180560187
-0.604599115,-0.796529918,-1,0.543543544,0.181060353
-0.612907054,-0.790155012,-1,0.545045045,0.18156052
-0.62114778,-0.783693457,-1,0.546546547,0.182060687
-0.629320391,-0.777145961,-1,0.548048048,0.182560854
-0.63742399,-0.770513243,-1,0.54954955,0.18306102
-0.645457688,-0.763796029,-1,0.551051051,0.183561187
-0.653420604,-0.756995056,-1,0.552552553,0.184061354
-0.661311865,-0.75011107,-1,0.554054054,0.184561521
-0.669130606,-0.743144825,-1,0.555555556,0.185061687
-0.67687597,-0.736097087,-1,0.557057057,0.185561854
-0.684547106,-0.728968627,-1,0.558558559,0.186062021
-0.692143174,-0.721760228,-1,0.56006006,0.186562187
-0.699663341,-0.71447268,-1,0.561561562,0.187062354
-0.707106781,-0.707106781,-1,0.563063063,0.187562521
-0.71447268,-0.699663341,-1,0.564564565,0.188062688
-0.721760228,-0.692143174,-1,0.566066066,0.188562854
-0.728968627,-0.684547106,-1,0.567567568,0.189063021
-0.736097087,-0.67687597,-1,0.569069069,0.189563188
-0.743144825,-0.669130606,-1,0.570570571,0.190063354
-0.75011107,-0.661311865,-1,0.572072072,0.190563521
-0.756995056,-0.653420604,-1,0.573573574,0.191063688
-0.763796029,-0.645457688,-1,0.575075075,0.191563855
-0.770513243,-0.63742399,-1,0.576576577,0.192064021
-0.777145961,-0.629320391,-1,0.578078078,0.192564188
-0.783693457,-0.62114778,-1,0.57957958,0.193064355
-0.790155012,-0.612907054,-1,0.581081081,0.193564522
-0.796529918,-0.604599115,-1,0.582582583,0.194064688
-0.802817475,-0.596224875,-1,0.584084084,0.194564855
-0.809016994,-0.587785252,-1,0.585585586,0.195065022
-0.815127796,-0.579281172,-1,0.587087087,0.195565188
-0.821149209,-0.570713568,-1,0.588588589,0.196065355
-0.827080574,-0.562083378,-1,0.59009009,0.196565522
-0.832921241,-0.553391549,-1,0.591591592,0.197065689
-0.838670568,-0.544639035,-1,0.593093093,0.197565855
-0.844327926,-0.535826795,-1,0.594594595,0.198066022
-0.849892693,-0.526955795,-1,0.596096096,0.198566189
-0.85536426,-0.518027009,-1,0.597597598,0.199066355
-0.860742027,-0.509041416,-1,0.599099099,0.199566522
-0.866025404,-0.5,-1,0.600600601,0.200066689
-0.871213811,-0.490903754,-1,0.602102102,0.200566856
-0.87630668,-0.481753674,-1,0.603603604,0.201067022
-0.881303452,-0.472550765,-1,0.605105105,0.201567189
-0.886203579,-0.463296035,-1,0.606606607,0.202067356
-0.891006524,-0.4539905,-1,0.608108108,0.202567523
-0.89571176,-0.444635179,-1,0.60960961,0.203067689
-0.900318771,-0.435231099,-1,0.611111111,0.203567856
-0.904827052,-0.425779292,-1,0.612612613,0.204068023
-0.909236109,-0.416280792,-1,0.614114114,0.204568189
-0.913545458,-0.406736643,-1,0.615615616,0.205068356
-0.917754626,-0.397147891,-1,0.617117117,0.205568523
-0.921863152,-0.387515586,-1,0.618618619,0.20606869
-0.925870585,-0.377840787,-1,0.62012012,0.206568856
-0.929776486,-0.368124553,-1,0.621621622,0.207069023
-0.933580426,-0.35836795,-1,0.623123123,0.20756919
-0.937281989,-0.348572047,-1,0.624624625,0.208069356
-0.940880769,-0.33873792,-1,0.626126126,0.208569523
-0.94437637,-0.328866647,-1,0.627627628,0.20906969
-0.94776841,-0.318959309,-1,0.629129129,0.209569857
-0.951056516,-0.309016994,-1,0.630630631,0.210070023
-0.954240329,-0.299040792,-1,0.632132132,0.21057019
-0.957319498,-0.289031797,-1,0.633633634,0.211070357
-0.960293686,-0.278991106,-1,0.635135135,0.211570524
-0.963162567,-0.268919821,-1,0.636636637,0.21207069
-0.965925826,-0.258819045,-1,0.638138138,0.212570857
-0.968583161,-0.248689887,-1,0.63963964,0.213071024
-0.97113428,-0.238533458,-1,0.641141141,0.21357119
-0.973578903,-0.22835087,-1,0.642642643,0.214071357
-0.975916762,-0.218143241,-1,0.644144144,0.214571524
-0.978147601,-0.207911691,-1,0.645645646,0.215071691
-0.980271175,-0.19765734,-1,0.647147147,0.215571857
-0.982287251,-0.187381315,-1,0.648648649,0.216072024
-0.984195608,-0.17708474,-1,0.65015015,0.216572191
-0.985996037,-0.166768747,-1,0.651651652,0.217072357
-0.987688341,-0.156434465,-1,0.653153153,0.217572524
-0.989272333,-0.146083029,-1,0.654654655,0.218072691
-0.99074784,-0.135715572,-1,0.656156156,0.218572858
-0.992114701,-0.125333234,-1,0.657657658,0.219073024
-0.993372766,-0.11493715,-1,0.659159159,0.219573191
-0.994521895,-0.104528463,-1,0.660660661,0.220073358
-0.995561965,-0.094108313,-1,0.662162162,0.220573525
-0.996492859,-0.083677843,-1,0.663663664,0.221073691
-0.997314477,-0.073238197,-1,0.665165165,0.221573858
-0.998026728,-0.06279052,-1,0.666666667,0.222074025
-0.998629535,-0.052335956,-1,0.668168168,0.222574191
-0.99912283,-0.041875654,-1,0.66966967,0.223074358
-0.99950656,-0.031410759,-1,0.671171171,0.223574525
-0.999780683,-0.02094242,-1,0.672672673,0.224074692
-0.999945169,-0.010471784,-1,0.674174174,0.224574858
-1,-1.84E-16,-1,0.675675676,0.225075025
-0.999945169,0.010471784,-1,0.677177177,0.225575192
-0.999780683,0.02094242,-1,0.678678679,0.226075358
-0.99950656,0.031410759,-1,0.68018018,0.226575525
-0.99912283,0.041875654,-1,0.681681682,0.227075692
-0.998629535,0.052335956,-1,0.683183183,0.227575859
-0.998026728,0.06279052,-1,0.684684685,0.228076025
-0.997314477,0.073238197,-1,0.686186186,0.228576192
-0.996492859,0.083677843,-1,0.687687688,0.229076359
-0.995561965,0.094108313,-1,0.689189189,0.229576526
-0.994521895,0.104528463,-1,0.690690691,0.230076692
-0.993372766,0.11493715,-1,0.692192192,0.230576859
-0.992114701,0.125333234,-1,0.693693694,0.231077026
-0.99074784,0.135715572,-1,0.695195195,0.231577192
-0.989272333,0.146083029,-1,0.696696697,0.232077359
-0.987688341,0.156434465,-1,0.698198198,0.232577526
-0.985996037,0.166768747,-1,0.6996997,0.233077693
-0.984195608,0.17708474,-1,0.701201201,0.233577859
-0.982287251,0.187381315,-1,0.702702703,0.234078026
-0.980271175,0.19765734,-1,0.704204204,0.234578193
-0.978147601,0.207911691,-1,0.705705706,0.235078359
-0.975916762,0.218143241,-1,0.707207207,0.235578526
-0.973578903,0.22835087,-1,0.708708709,0.236078693
-0.97113428,0.238533458,-1,0.71021021,0.23657886
-0.968583161,0.248689887,-1,0.711711712,0.237079026
-0.965925826,0.258819045,-1,0.713213213,0.237579193
-0.963162567,0.268919821,-1,0.714714715,0.23807936
-0.960293686,0.278991106,-1,0.716216216,0.238579527
-0.957319498,0.289031797,-1,0.717717718,0.239079693
-0.954240329,0.299040792,-1,0.719219219,0.23957986
-0.951056516,0.309016994,-1,0.720720721,0.240080027
-0.94776841,0.318959309,-1,0.722222222,0.240580193
-0.94437637,0.328866647,-1,0.723723724,0.24108036
-0.940880769,0.33873792,-1,0.725225225,0.241580527
-0.937281989,0.348572047,-1,0.726726727,0.242080694
-0.933580426,0.35836795,-1,0.728228228,0.24258086
-0.929776486,0.368124553,-1,0.72972973,0.243081027
-0.925870585,0.377840787,-1,0.731231231,0.243581194
-0.921863152,0.387515586,-1,0.732732733,0.24408136
-0.917754626,0.397147891,-1,0.734234234,0.244581527
-0.913545458,0.406736643,-1,0.735735736,0.245081694
-0.909236109,0.416280792,-1,0.737237237,0.245581861
-0.904827052,0.425779292,-1,0.738738739,0.246082027
-0.900318771,0.435231099,-1,0.74024024,0.246582194
-0.89571176,0.444635179,-1,0.741741742,0.247082361
-0.891006524,0.4539905,-1,0.743243243,0.247582528
-0.886203579,0.463296035,-1,0.744744745,0.248082694
-0.881303452,0.472550765,-1,0.746246246,0.248582861
-0.87630668,0.481753674,-1,0.747747748,0.249083028
-0.871213811,0.490903754,-1,0.749249249,0.249583194
-0.866025404,0.5,-1,0.750750751,0.250083361
-0.860742027,0.509041416,-1,0.752252252,0.250583528
-0.85536426,0.518027009,-1,0.753753754,0.251083695
-0.849892693,0.526955795,-1,0.755255255,0.251583861
-0.844327926,0.535826795,-1,0.756756757,0.252084028
-0.838670568,0.544639035,-1,0.758258258,0.252584195
-0.832921241,0.553391549,-1,0.75975976,0.253084361
-0.827080574,0.562083378,-1,0.761261261,0.253584528
-0.821149209,0.570713568,-1,0.762762763,0.254084695
-0.815127796,0.579281172,-1,0.764264264,0.254584862
